gene_id	gene_name	log2FoldChange	log2CPM	baseMean	description
LOC101269954	ZNF541	-2.36	2.75	20.16	zinc finger protein 541
LOC101279201	TEKT2	-3.68	1.91	10.68	tektin 2
LOC101276307	RGS7	-3.01	4.04	59.6	regulator of G protein signaling 7
LOC101271008	SYNPR	-3.17	4.26	50.55	synaptoporin
LOC101272261	GSTK1	1.8	4.34	58.9	glutathione S-transferase kappa 1
LOC101275195	SHANK2	-2.02	3.85	39.48	SH3 and multiple ankyrin repeat domains 2
LOC101279194	GRM8	-3.67	1.74	11.36	glutamate metabotropic receptor 8
LOC101269689	FKBP14	-1.7	3.76	31.93	FKBP prolyl isomerase 14
LOC101278626	LOC101278626	-2.81	3.39	29.88	NACHT and WD repeat domain containing 2
LOC101281222	CEP78	-1.46	4.92	126.57	centrosomal protein 78
LOC101288749	FSD1	-5.02	1.17	8.75	fibronectin type III and SPRY domain containing 1
LOC101274975	CTBP1	1.28	5.99	186.59	C-terminal binding protein 1
LOC101285135	PERP	3.74	7.67	520.62	p53 apoptosis effector related to PMP22
LOC101273273	ZNF283	-1.33	NA	53.53	zinc finger protein 283
LOC101285626	PCDHB7	-3.07	1.46	10.38	protocadherin beta-7
LOC101282810	TMEM265	2.1	2.94	22.57	transmembrane protein 265
LOC101284160	GPR85	-3.31	1.46	9.38	G protein-coupled receptor 85
LOC101272109	MNS1	-2.39	2.95	21.75	meiosis specific nuclear structural 1
LOC101285625	GTF2E1	-1.62	4.1	54.25	general transcription factor IIE subunit 1
LOC101277358	CHRNA3	-3.33	1.7	17.6	cholinergic receptor nicotinic alpha 3 subunit
LOC105748719	LOC105748719	-3.88	2.41	19.4	60S ribosomal protein L32-like
LOC101276457	EPS8L2	1.52	7.68	531.25	EPS8 like 2
LOC117202104	LOC117202104	-2.46	2.16	15.48	sterile alpha motif domain-containing protein 1-like
LOC101281297	DOK4	1.57	5.36	142.19	docking protein 4
LOC105747734	LOC105747734	-1.51	5.79	166.72	zinc finger protein 677-like
LOC125964848	LOC125964848	-5.07	2.78	66.41	60S ribosomal protein L22
LOC101287936	SPZ1	-5.31	0.76	8.12	spermatogenic leucine zipper 1
LOC101275198	FGF6	-2.36	3.48	36.34	fibroblast growth factor 6
LOC101287551	GCNT4	-3.94	1.5	17.1	glucosaminyl (N-acetyl) transferase 4
LOC101285599	SLC18A1	-3.26	2.65	17.46	solute carrier family 18 member A1
LOC101271791	TMEM108	-5.02	0.86	5.8	transmembrane protein 108
LOC101278444	FAM184A	-2.79	2.71	23.89	family with sequence similarity 184 member A
LOC101279008	RHOU	-1.77	NA	44.77	ras homolog family member U
LOC101282337	P2RY4	-3.93	1.87	13.54	pyrimidinergic receptor P2Y4
LOC101284474	SNX10	-3.36	2.39	74.59	sorting nexin 10
LOC101278988	LRRN4	-2.95	2.36	15.79	leucine rich repeat neuronal 4
LOC101269296	ONECUT2	-2.94	2.63	20.68	one cut homeobox 2
LOC101272526	LINGO1	-2.09	3.4	25.6	leucine rich repeat and Ig domain containing 1
LOC101287790	BMP8A	-2.88	1.44	10.92	bone morphogenetic protein 8a
LOC101288121	LOC101288121	-2.46	7.67	452.79	acetylcholine receptor subunit beta-like
LOC101272579	NSUN7	-2.41	2.14	12.63	NOP2/Sun RNA methyltransferase family member 7
LOC101280551	ASB16	2.6	2.88	23.02	ankyrin repeat and SOCS box containing 16
LOC101283055	GFRA1	-3.02	2.56	14.36	GDNF family receptor alpha 1
C19H17orf113	C19H17orf113	-3.14	3.21	32.49	chromosome 19 C17orf113 homolog
LOC101278175	LOC101278175	-3.92	0.73	7.06	GTP-binding nuclear protein Ran-like
LOC117203739	LOC117203739	-2.81	2.87	25.48	uncharacterized LOC117203739
LOC101272262	KCP	1.95	7.04	476.15	kielin cysteine rich BMP regulator
LOC101280962	LOC101280962	-5.39	0.03	3.75	mitochondrial dimethyladenosine transferase 1-like
LOC101286902	SLC25A1	1.24	6.39	214.6	solute carrier family 25 member 1
LOC101288194	ANAPC10	-2.58	3.36	32.23	anaphase promoting complex subunit 10
LOC101277112	LOC101277112	-3.5	0.91	5.36	growth hormone-inducible transmembrane protein-like
LOC101282168	GPRIN3	-3.12	3.07	20.42	GPRIN family member 3
LOC101277413	ITGB6	-3.31	2.98	24.95	integrin subunit beta 6
LOC101289714	INSM2	-3.99	1.04	7.6	INSM transcriptional repressor 2
LOC101271686	ANKDD1A	-1.96	3.92	47.3	ankyrin repeat and death domain containing 1A
LOC101288389	PIK3AP1	-1.82	4.27	53.01	phosphoinositide-3-kinase adaptor protein 1
LOC101283998	SLC17A2	-3.76	1.1	8.33	solute carrier family 17 member 2
LOC125963834	LOC125963834	-3.94	2.45	47.26	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC117201276	LOC117201276	-2.3	4.49	111.49	peroxisomal trans-2-enoyl-CoA reductase
LOC101277849	KNTC1	-3.2	4	48.49	kinetochore associated 1
LOC101277173	KATNAL2	-2.91	1.91	11.01	katanin catalytic subunit A1 like 2
LOC101272353	HSPG2	1.84	10.71	4777.31	heparan sulfate proteoglycan 2
LOC101282402	CLEC18A	2.96	4.36	41.83	C-type lectin domain family 18 member A
LOC101276940	LOC101276940	-3.51	1.65	909.86	transmembrane protein 25-like
LOC101284377	MMP15	2.53	4.31	61.68	matrix metallopeptidase 15
LOC101287396	ESYT1	1.27	7.12	383.91	extended synaptotagmin 1
LOC101278644	PIGO	1.33	6.52	267.76	phosphatidylinositol glycan anchor biosynthesis class O
LOC101277189	LOC101277189	-6.26	0.16	3.58	WD repeat-containing protein 82-like
LOC101288125	DRC1	-2.54	2.46	16.04	dynein regulatory complex subunit 1
LOC101270455	RARB	-2.71	2.88	20.86	retinoic acid receptor beta
LOC101278647	FZD4	2.61	6.23	133.87	frizzled class receptor 4
LOC105748477	LOC105748477	-5.46	0.98	9.41	forkhead box protein R1-like
LOC105748907	ZNF311	-2.48	3.84	48.52	zinc finger protein 311
ACP3	ACP3	-3.85	1.7	13.17	acid phosphatase 3
LOC117200145	ZFP69B	-2.45	3.54	28.07	ZFP69 zinc finger protein B
LOC101285968	ABHD2	1.28	6.76	434.54	abhydrolase domain containing 2, acylglycerol lipase
LOC101276643	SLC45A3	-2.08	4.28	65.97	solute carrier family 45 member 3
LOC101273574	ZBTB42	2.04	3.71	26.72	zinc finger and BTB domain containing 42
LOC101280479	TEX35	-2.35	4.18	54.5	testis expressed 35
LOC101284724	BACH2	-1.72	4.78	91.03	BTB domain and CNC homolog 2
